X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_SUBTYPE
-8945814.72904203,2970478.47117039,30090,1222334859,PINECREST ACADEMY NORTH PRE - SCHOOL,10207 W FLAGLER ST,MIAMI,FL,33174,NOT AVAILABLE,(305) 553-9762,SCHOOL BASED,OPEN,62,MIAMI-DADE,12086,USA,25.768837,-80.361621,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,GEOCODE,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8937340.97808336,2958825.61364991,30091,1222291148,PINECREST PRESBYTERIAN DAY SCHOOL,10400 SW 57TH AVE,PINECREST,FL,33156,NOT AVAILABLE,(305) 666-3377,RELIGIOUS FACILITY,OPEN,282,MIAMI-DADE,12086,USA,25.67453,-80.2855,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8933797.67869141,2966419.98358617,30092,1222291149,PINEVIEW PRESCHOOLS (DOUGLAS) CORP,2965 S DOUGLAS RD,MIAMI,FL,33133,NOT AVAILABLE,(305) 567-5855,CENTER BASED,OPEN,159,MIAMI-DADE,12086,USA,25.736,-80.25367,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8931261.82069114,2988356.63485724,30093,1222291151,PINK AND BLUE CHILDREN'S ACADEMY,1840 NW 152ND TER,MIAMI GARDENS,FL,33054,NOT AVAILABLE,(305) 681-0616,HEAD START,OPEN,77,MIAMI-DADE,12086,USA,25.91338,-80.23089,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8937310.92182085,2982565.66709637,30094,1222296088,PINOCCHIO DAY CARE INC,100 W 49TH ST,HIALEAH,FL,33012,NOT AVAILABLE,(305) 556-2627,CENTER BASED,OPEN,37,MIAMI-DADE,12086,USA,25.86658,-80.28523,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8931126.01091237,2967617.50202827,30095,1222291159,PLAY AND LEARN PREK,2485 SW 22ND AVE,MIAMI,FL,33145,NOT AVAILABLE,(305) 860-4020,CENTER BASED,OPEN,20,MIAMI-DADE,12086,USA,25.74569,-80.22967,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8930560.50789914,2975479.80206861,30096,1222291160,PLAY AND READ ACADEMY,1726 NW 36TH ST UNIT 17,MIAMI,FL,33142,NOT AVAILABLE,(305) 633-2841,HEAD START,OPEN,112,MIAMI-DADE,12086,USA,25.80929,-80.22459,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8933135.32772119,2964766.60464239,30097,1222296094,PLYMOUTH PRESCHOOL OF PLYMOUTH CONGREGATIONAL CHURCH,3429 DEVON RD,MIAMI,FL,33133,NOT AVAILABLE,(305) 448-8774,HEAD START,OPEN,140,MIAMI-DADE,12086,USA,25.72262,-80.24772,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8949678.62856747,2961942.20363763,30098,1222334860,PNEUMA CHRISTIAN ACADEMY,7205 SW 125TH AVE,MIAMI,FL,33183,NOT AVAILABLE,(305) 274-7174,RELIGIOUS FACILITY,OPEN,110,MIAMI-DADE,12086,USA,25.69976,-80.396331,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8936705.34379093,2976929.1012632,30099,1222287474,"PRADO KIDS VISION LEARNING CENTER, INC",77 HOOK SQ,MIAMI SPRINGS,FL,33166,NOT AVAILABLE,(305) 960-7869,CENTER BASED,OPEN,81,MIAMI-DADE,12086,USA,25.82101,-80.27979,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY,2019/02/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8939736.79616421,2983257.2453274,30100,1222334861,PRATS EARLY LEARNING ACADEMY,5490 W 12TH AVE,HIALEAH,FL,33012,NOT AVAILABLE,(305) 822-8764,CENTER BASED,OPEN,89,MIAMI-DADE,12086,USA,25.87217,-80.307022,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,GEOCODE,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8937768.44492801,2980304.34803284,30101,1222291164,PRECIOUS LITTLE ANGELS DAY CARE NUMBER 2,367 W 29TH ST,HIALEAH,FL,33012,NOT AVAILABLE,(305) 885-5300,CENTER BASED,OPEN,47,MIAMI-DADE,12086,USA,25.8483,-80.28934,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8937718.35115715,2980308.05888275,30102,1222291165,PRECIOUS LITTLE ANGELS LEARNING CENTER,325 W 29TH ST,HIALEAH,FL,33012,NOT AVAILABLE,(786) 431-1446,CENTER BASED,OPEN,23,MIAMI-DADE,12086,USA,25.84833,-80.28889,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8932498.69155334,2980743.59550642,30103,1222334862,PRECIOUS LITTLE STEPS LEARNING CENTER,8500 NW 27TH AVE,MIAMI,FL,33147,NOT AVAILABLE,(305) 836-7337,CENTER BASED,OPEN,92,MIAMI-DADE,12086,USA,25.851851,-80.242001,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8929296.14112271,2992035.33987598,30104,1222296101,PRECIOUS LITTLE STEPS LEARNING CENTER,18324 NW 7TH AVE,MIAMI GARDENS,FL,33169,NOT AVAILABLE,(305) 651-2840,CENTER BASED,OPEN,120,MIAMI-DADE,12086,USA,25.9431,-80.213232,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8954162.46633713,2961726.00981643,30105,1222287449,PRECIOUS SMILES PRESCHOOL,15074 SUNSET DR,MIAMI,FL,33193,NOT AVAILABLE,(305) 388-5233,CENTER BASED,OPEN,122,MIAMI-DADE,12086,USA,25.69801,-80.43661,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8941919.54873969,2990839.53519108,30106,1222291167,PRECIOUS TIME CHILDCARE AND LEARNING CENTER,"17601 NW 78TH AVE, STE 101",HIALEAH,FL,33015,NOT AVAILABLE,(305) 817-4373,CENTER BASED,OPEN,158,MIAMI-DADE,12086,USA,25.93344,-80.32663,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8950198.37926998,2968282.4202742,30107,1222291162,PRESCHOOL CURLY'S KIDS,12730 SW 18TH ST,MIAMI,FL,33175,NOT AVAILABLE,(305) 551-6902,CENTER BASED,OPEN,25,MIAMI-DADE,12086,USA,25.75107,-80.401,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8927030.90080456,2970064.37665886,30108,1222300357,PRESCHOOL OF THE ARTS,35 SE 9TH ST,MIAMI,FL,33131,NOT AVAILABLE,(305) 373-8303,RELIGIOUS FACILITY,OPEN,65,MIAMI-DADE,12086,USA,25.765487,-80.192883,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/14 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8954088.99547321,2965530.24982123,30109,1222291193,PRE - TECH ACADEMY,14901 SW 42ND ST,MIAMI,FL,33185,NOT AVAILABLE,(305) 551-8324,CENTER BASED,OPEN,144,MIAMI-DADE,12086,USA,25.7288,-80.43595,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8938351.75905976,2982732.68209832,30110,1222294870,PRIMARY LEARNING ACADEMY,5041 W 6TH AVE,HIALEAH,FL,33012,NOT AVAILABLE,(305) 821-8881,CENTER BASED,OPEN,58,MIAMI-DADE,12086,USA,25.86793,-80.29458,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8956841.92648053,2931875.2534274,30111,1222296112,PRINCIPITOS LEARNING CHILD CARE CENTER,"1541 SE 12TH AVE, STE 16",HOMESTEAD,FL,33034,NOT AVAILABLE,(305) 246-9577,CENTER BASED,OPEN,131,MIAMI-DADE,12086,USA,25.456134,-80.46068,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8930757.54339784,2978071.82394099,30112,1222291203,PROJECT PROMISE AT CHARLES R. DREW K - 8 CENTER,"1775 NW 60TH STREET, ROOMS 7 - 9, 30 - 32, AND CSI 101",MIAMI,FL,33142,NOT AVAILABLE,(305) 691-8021,CENTER BASED,OPEN,140,MIAMI-DADE,12086,USA,25.83025,-80.22636,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8954359.50183583,2938618.97186383,30113,1222285322,PROMISED LAND ACADEMY,27500 OLD DIXIE HWY,HOMESTEAD,FL,33032,NOT AVAILABLE,(305) 255-9561,RELIGIOUS FACILITY,OPEN,128,MIAMI-DADE,12086,USA,25.51082,-80.43838,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY,2019/02/14 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8926084.35117435,2986830.7147876,30114,1222296453,PROSPERITY SOCIAL AND COMMUNITY DEVELOPMENT,702 NE 137TH ST,NORTH MIAMI,FL,33161,NOT AVAILABLE,(305) 308-5899,SCHOOL BASED,OPEN,65,MIAMI-DADE,12086,USA,25.90105,-80.18438,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8955412.58421874,2962021.26960014,30115,1222282840,"PUZZLE ACADEMY, LLC","15725 SW 72ND ST, STE 156",MIAMI,FL,33193,NOT AVAILABLE,(786) 360-2408,CENTER BASED,OPEN,141,MIAMI-DADE,12086,USA,25.7004,-80.44784,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8928494.41815002,2970086.99704234,30116,1222282848,RAINBOW INTERGENERATIONAL LEARNING CENTER,700 SW 8TH ST,MIAMI,FL,33130,NOT AVAILABLE,(305) 285-3263,HEAD START,OPEN,98,MIAMI-DADE,12086,USA,25.76567,-80.20603,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8920787.7698024,2971372.58434882,30117,1222282850,RAINBOW INTERGENERATIONAL LEARNING CENTER,833 6TH ST,MIAMI BEACH,FL,33139,NOT AVAILABLE,(305) 532-4377,CENTER BASED,OPEN,74,MIAMI-DADE,12086,USA,25.77607,-80.1368,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8942429.08031294,2986330.38880724,30118,1222334863,RAINBOW KIDS CENTER INC,"2350 W 84TH ST, STE 1",HIALEAH,FL,33016,NOT AVAILABLE,(786) 534-8003,CENTER BASED,OPEN,103,MIAMI-DADE,12086,USA,25.8970069,-80.3312072,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8941037.00781668,2984787.86513635,30119,1222287284,RAISING LITTLE STARS ACADEMY,"1800 W 68TH ST, STE 110",HIALEAH,FL,33014,NOT AVAILABLE,(305) 558-1341,CENTER BASED,OPEN,51,MIAMI-DADE,12086,USA,25.884541,-80.318702,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8960430.8668637,2929624.90561381,30120,1222291208,RCMA CENTRO VILLAS CDC,35501 SW 187TH AVE,FLORIDA CITY,FL,33034,NOT AVAILABLE,(305) 242-2588,HEAD START,OPEN,70,MIAMI-DADE,12086,USA,25.43788,-80.49292,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8961873.56746438,2926887.32307789,30121,1222294560,RCMA EVERGLADES I CDC,19420 SW 379TH ST,FLORIDA CITY,FL,33034,NOT AVAILABLE,(305) 242-2592,HEAD START,OPEN,172,MIAMI-DADE,12086,USA,25.41567,-80.50588,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8961909.18970144,2926878.6957448,30122,1222294562,RCMA EVERGLADES II CHILD DEVELOPMENT CENTER,38010 SW 195TH AVE,FLORIDA CITY,FL,33034,NOT AVAILABLE,(305) 242-2595,HEAD START,OPEN,76,MIAMI-DADE,12086,USA,25.4156,-80.5062,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8961536.26940728,2926960.03937009,30123,1222296149,RCMA FERNANDO PRO JR CHILD DEVELOPMENT CENTER,19280 SW 378TH ST,FLORIDA CITY,FL,33034,NOT AVAILABLE,(305) 242-2597,HEAD START,OPEN,206,MIAMI-DADE,12086,USA,25.41626,-80.50285,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8955525.01690444,2936488.95421189,30124,1222296150,RCMA REDLANDS CHILD DEVELOPMENT CENTER,16085 SW 293RD DR,HOMESTEAD,FL,33033,NOT AVAILABLE,(305) 242-2584,CENTER BASED,OPEN,234,MIAMI-DADE,12086,USA,25.49355,-80.44885,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8951299.44035342,2934551.60706413,30125,1222296151,RCMA SOUTH DADE CHILD DEVELOPMENT CENTER,13600 SW 312TH ST,HOMESTEAD,FL,33033,NOT AVAILABLE,(305) 242-2575,CENTER BASED,OPEN,300,MIAMI-DADE,12086,USA,25.47784,-80.410891,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8944722.57351786,2986246.62538731,30126,1222291220,READY ACADEMY LEARNING CENTER,8150 W 33RD AVE,HIALEAH,FL,33018,NOT AVAILABLE,(305) 821-3881,CENTER BASED,OPEN,130,MIAMI-DADE,12086,USA,25.89633,-80.35181,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8944253.91846162,2985470.76309338,30127,1222282849,"REAGAN EDUCATIONAL ACADEMY, INC",3168 W 76TH ST,HIALEAH,FL,33018,NOT AVAILABLE,(305) 818-3044,CENTER BASED,OPEN,165,MIAMI-DADE,12086,USA,25.89006,-80.3476,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/14 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8948018.96627924,2945235.45124786,30128,1222334864,RECAPTURING THE VISION INTERNATIONAL INC.,21799 SW 117TH CT,MIAMI,FL,33170,NOT AVAILABLE,(305) 232-6003,CENTER BASED,OPEN,71,MIAMI-DADE,12086,USA,25.56445,-80.381422,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,GEOCODE,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8952020.67933427,2939095.09181132,30129,1222296155,RECAPTURING THE VISION INTERNATIONAL INCORPORATED,27190 SW 140TH AVE,HOMESTEAD,FL,33032,NOT AVAILABLE,(305) 232-6003,HEAD START,OPEN,225,MIAMI-DADE,12086,USA,25.51468,-80.41737,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8949238.91657883,2942356.9252405,30130,1222334865,"RECAPTURING THE VISION INTERNATIONAL, INC.",24400 SW 124TH AVE,HOMESTEAD,FL,33032,NOT AVAILABLE,(305) 232-6003,CENTER BASED,OPEN,84,MIAMI-DADE,12086,USA,25.541121,-80.392381,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8958852.02252578,2938067.13592676,30131,1222334866,"REDLAND CHRISTIAN ACADEMY, INC",17700 SW 280TH ST,HOMESTEAD,FL,33031,NOT AVAILABLE,(305) 247-7399,RELIGIOUS FACILITY,OPEN,60,MIAMI-DADE,12086,USA,25.506346,-80.478737,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8956048.44115015,2941951.14612938,30132,1222334867,REDLAND ELEMENTARY,24501 SW 162ND AVE,HOMESTEAD,FL,33031,NOT AVAILABLE,(305) 247-8141,SCHOOL BASED,OPEN,20,MIAMI-DADE,12086,USA,25.537832,-80.453552,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,GEOCODE,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8960262.66311312,2935353.76878642,30133,1222334868,REDONDO ELEMENTARY,18480 SW 304TH ST,HOMESTEAD,FL,33030,NOT AVAILABLE,(305) 247-5943,SCHOOL BASED,OPEN,103,MIAMI-DADE,12086,USA,25.484345,-80.491409,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8949408.01088535,2969714.93942724,30134,1222282852,RELIGIOSAS TEATINAS DAY CARE,12261 SW 6TH ST,MIAMI,FL,33184,NOT AVAILABLE,(786) 409-5212,RELIGIOUS FACILITY,OPEN,30,MIAMI-DADE,12086,USA,25.76266,-80.3939,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8953516.81329053,2951356.14140406,30135,1222291227,REM LEARNING CENTER,16400 SW 147TH AVE,MIAMI,FL,33187,NOT AVAILABLE,(305) 235-0300,CENTER BASED,OPEN,277,MIAMI-DADE,12086,USA,25.61404,-80.43081,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8945055.41879533,2949845.172582,30136,1222296156,RICHMOND - PERRINE OPTIMIST CLUB YOUTH ACTIVITY CENTER,18055 HOMESTEAD AVE,MIAMI,FL,33157,NOT AVAILABLE,(305) 233-9325,CENTER BASED,OPEN,285,MIAMI-DADE,12086,USA,25.6018,-80.3548,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/11 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8932840.55370957,2990948.46571987,30137,1222334869,RISING STAR ACADEMY INC.,"17560 NW 27TH AVE, STE 109",MIAMI GARDENS,FL,33056,NOT AVAILABLE,(305) 760-2015,HEAD START,OPEN,71,MIAMI-DADE,12086,USA,25.93432,-80.245072,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8924036.07254375,2990387.72975123,30138,1222291242,RISING STARS ACADEMY AND LEARNING CENTER LLC,1701 NE 167TH ST,NORTH MIAMI BEACH,FL,33162,NOT AVAILABLE,(305) 945-1311,CENTER BASED,OPEN,135,MIAMI-DADE,12086,USA,25.92979,-80.16598,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8923968.16765436,2990079.51982347,30139,1222291245,RISING STARS DAYCARE AND LEARNING CENTER,1725 NE 164TH ST,NORTH MIAMI BEACH,FL,33162,NOT AVAILABLE,(786) 520-4121,CENTER BASED,OPEN,83,MIAMI-DADE,12086,USA,25.9273,-80.16537,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8928311.96550461,2989022.61964593,30140,1222289780,RISING STARS PRESCHOOL ACADEMY LLC,200 NW 157TH ST,MIAMI,FL,33169,NOT AVAILABLE,(305) 952-4103,CENTER BASED,OPEN,124,MIAMI-DADE,12086,USA,25.918761,-80.204391,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
